name,dex_num,date,shiny,costume,event,form,location,Lat,type_1,type_2,box,size,evolved,traded,hatched,research,Shadow,remote raid,Has IRL loc
cubchoo,613,12/20/2020,TRUE,,Christmas,,"New Canaan, CT","41.146763,-73.4948445",Ice,,,,FALSE,FALSE,FALSE,,,,
machop,66,01/16/2021,TRUE,,Community Day,,"Norwalk, CT","41.11774399999999,-73.4081575",Fighting,,,,FALSE,FALSE,FALSE,,,,
machop,66,01/16/2021,TRUE,,Community Day,,"New Canaan, CT","41.146763,-73.4948445",Fighting,,,,FALSE,FALSE,FALSE,,,,
machop,66,01/16/2021,TRUE,,Community Day,,"New Canaan, CT","41.146763,-73.4948445",Fighting,,,,FALSE,FALSE,FALSE,,,,
machop,66,01/16/2021,TRUE,,Community Day,,"New Canaan, CT","41.146763,-73.4948445",Fighting,,,,FALSE,FALSE,FALSE,,,,
machop,66,01/16/2021,TRUE,,Community Day,,"New Canaan, CT","41.146763,-73.4948445",Fighting,,,,FALSE,FALSE,FALSE,,,,
machamp,68,01/16/2021,TRUE,,Community Day,,"New Canaan, CT","41.146763,-73.4948445",Fighting,,,,TRUE,FALSE,FALSE,,,,
machamp,68,01/16/2021,TRUE,,Community Day,,"New Canaan, CT","41.146763,-73.4948445",Fighting,,,,TRUE,FALSE,FALSE,,,,
machamp,68,01/16/2021,TRUE,,Community Day,,"Norwalk, CT","41.11774399999999,-73.4081575",Fighting,,,,TRUE,FALSE,FALSE,,,,
machamp,68,01/16/2021,TRUE,,Community Day,,"New Canaan, CT","41.146763,-73.4948445",Fighting,,,,TRUE,FALSE,FALSE,,,,
machoke,67,01/16/2021,TRUE,,Community Day,,"Darien, CT","41.0771914,-73.4686858",Fighting,,,,TRUE,FALSE,FALSE,,,,
machoke,67,01/16/2021,TRUE,,Community Day,,"Greenwich, CT","41.0262417,-73.6281964",Fighting,,,,TRUE,FALSE,FALSE,,,,
aron,304,01/20/2021,TRUE,,n/a,,"New Canaan, CT","41.146763,-73.4948445",Steel,Rock,,,FALSE,FALSE,FALSE,,,,
kyogre,382,01/22/2021,TRUE,,n/a,Legendary,"Quezon City, Metro Manila, Philippines","14.6760413,121.0437003",Water,,,,FALSE,FALSE,FALSE,,,TRUE,
weavile,461,01/30/2021,TRUE,,Research Day,,"Clinton, NY","43.0484029,-75.3785034",Dark,Ice,,,TRUE,FALSE,FALSE,TRUE,,,
weavile,461,01/30/2021,TRUE,,Research Day,,"Clinton, NY","43.0484029,-75.3785034",Dark,Ice,,,TRUE,FALSE,FALSE,TRUE,,,
weavile,461,01/30/2021,TRUE,,Research Day,,"Clinton, NY","43.0484029,-75.3785034",Dark,Ice,,,TRUE,FALSE,FALSE,TRUE,,,
mareep,179,02/04/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
roselia,315,02/07/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Grass,Poison,,,FALSE,FALSE,FALSE,,,,
roselia,315,02/07/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Grass,Poison,,,FALSE,FALSE,FALSE,,,,
roselia,315,02/07/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Grass,Poison,,,FALSE,FALSE,FALSE,,,,
roselia,315,02/07/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Grass,Poison,,,FALSE,FALSE,FALSE,,,,
roselia,315,02/07/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Grass,Poison,,,FALSE,FALSE,FALSE,,,,
roselia,315,02/07/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Grass,Poison,,,FALSE,FALSE,FALSE,,,,
roselia,315,02/07/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Grass,Poison,,,FALSE,FALSE,FALSE,,,,
roselia,315,02/07/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Grass,Poison,,,FALSE,FALSE,FALSE,,,,
roselia,315,02/07/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Grass,Poison,,,FALSE,FALSE,FALSE,,,,
roselia,315,02/07/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Grass,Poison,,,FALSE,FALSE,FALSE,,,,
roselia,315,02/07/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Grass,Poison,,,FALSE,FALSE,FALSE,,,,
roserade,407,02/07/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Grass,Poison,,,TRUE,FALSE,FALSE,,,,
roserade,407,02/07/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Grass,Poison,,,TRUE,FALSE,FALSE,,,,
roserade,407,02/07/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Grass,Poison,,,TRUE,FALSE,FALSE,,,,
misdreavus,200,02/11/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Ghost,,,,TRUE,FALSE,FALSE,,,,
krabby,98,02/11/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Water,,,,FALSE,FALSE,FALSE,,,,
seaking,119,02/13/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Water,,,,TRUE,FALSE,FALSE,,,,
seviper,336,02/15/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Poison,,,,FALSE,FALSE,FALSE,,,,
makuhita,296,02/19/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Fighting,,,,FALSE,FALSE,FALSE,,,,
rhyhorn,111,02/20/2021,TRUE,,Go Tour: Kanto,,"Clinton, NY","43.0484029,-75.3785034",Ground,Rock,,,FALSE,FALSE,FALSE,,,,
primeape,57,02/20/2021,TRUE,,Go Tour: Kanto,,"Clinton, NY","43.0484029,-75.3785034",Fighting,,,,TRUE,FALSE,FALSE,,,,
ditto,132,02/20/2021,TRUE,,Go Tour: Kanto,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,TRUE,,,
ekans,23,02/20/2021,TRUE,,Go Tour: Kanto,,"Clinton, NY","43.0484029,-75.3785034",Poison,,,,FALSE,FALSE,FALSE,,,,
growlithe,58,02/20/2021,TRUE,,Go Tour: Kanto,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
growlithe,58,02/20/2021,TRUE,,Go Tour: Kanto,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
oddish,43,02/20/2021,TRUE,,Go Tour: Kanto,,"Clinton, NY","43.0484029,-75.3785034",Grass,Poison,,,FALSE,FALSE,FALSE,,,,
magikarp,129,02/20/2021,TRUE,,Go Tour: Kanto,,"Clinton, NY","43.0484029,-75.3785034",Water,,,,FALSE,FALSE,FALSE,,,,
vileplume,45,02/20/2021,TRUE,,Go Tour: Kanto,,"Clinton, NY","43.0484029,-75.3785034",Grass,Poison,,,TRUE,FALSE,FALSE,,,,
rapidash,78,02/20/2021,TRUE,,Go Tour: Kanto,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,TRUE,FALSE,FALSE,,,,
gengar,94,02/20/2021,TRUE,,Go Tour: Kanto,,"Clinton, NY","43.0484029,-75.3785034",Ghost,Poison,,,FALSE,FALSE,FALSE,,,,
ponyta,77,02/20/2021,TRUE,,Go Tour: Kanto,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
hypno,97,02/20/2021,TRUE,,Go Tour: Kanto,,"Clinton, NY","43.0484029,-75.3785034",Psychic,,,,TRUE,FALSE,FALSE,,,,
electivire,466,02/20/2021,TRUE,,Go Tour: Kanto,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,TRUE,FALSE,FALSE,,,,
venusaur,3,02/20/2021,TRUE,,Go Tour: Kanto,Starter,"Clinton, NY","43.0484029,-75.3785034",Grass,Poison,,,TRUE,FALSE,FALSE,,,,
charmander,4,02/20/2021,TRUE,,Go Tour: Kanto,Starter,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
drowzee,96,02/20/2021,TRUE,,Go Tour: Kanto,,"Clinton, NY","43.0484029,-75.3785034",Psychic,,,,FALSE,FALSE,FALSE,,,,
dratini,147,02/20/2021,TRUE,,Go Tour: Kanto,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,02/20/2021,TRUE,,Go Tour: Kanto,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
hitmonlee,106,02/20/2021,TRUE,,Go Tour: Kanto,,"Clinton, NY","43.0484029,-75.3785034",Fighting,,,,FALSE,FALSE,FALSE,,,,
arbok,24,02/20/2021,TRUE,,Go Tour: Kanto,,"Clinton, NY","43.0484029,-75.3785034",Poison,,,,TRUE,FALSE,FALSE,,,,
bellossom,182,02/20/2021,TRUE,,Go Tour: Kanto,,"Clinton, NY","43.0484029,-75.3785034",Grass,,,,TRUE,FALSE,FALSE,,,,
zapdos,145,02/28/2021,TRUE,,n/a,Sub-Legendary,"Clinton, NY","43.0484029,-75.3785034",Electric,Flying,,,FALSE,FALSE,FALSE,,,TRUE,TRUE
fletchling,661,03/06/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,Flying,,,FALSE,FALSE,FALSE,,,,
fletchling,661,03/06/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,Flying,,,FALSE,FALSE,FALSE,,,,
fletchling,661,03/06/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,Flying,,,FALSE,FALSE,FALSE,,,,
fletchinder,662,03/06/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Fire,Flying,,,TRUE,FALSE,FALSE,,,,
talonflame,663,03/06/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Fire,Flying,,,TRUE,FALSE,FALSE,,,,
talonflame,663,03/06/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Fire,Flying,,,TRUE,FALSE,FALSE,,,,
pikachu,25,03/09/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
drowzee,96,03/09/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Psychic,,,,FALSE,FALSE,FALSE,,,,
skarmory,227,03/10/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Steel,Flying,,,FALSE,FALSE,FALSE,,,,
beldum,374,03/14/2021,TRUE,,n/a,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Steel,Psychic,,,FALSE,FALSE,FALSE,,,,
voltorb,100,03/16/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
pidgeot,18,03/28/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Normal,Flying,,,TRUE,FALSE,FALSE,,,,
dragonair,148,04/03/2021,TRUE,,n/a,Pseudo Legendary,"Rome, NY","43.2128473,-75.4557303",Dragon,,,,TRUE,FALSE,TRUE,,,,
diggersby,660,04/07/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Normal,Ground,,,TRUE,FALSE,FALSE,,,,
aron,304,04/08/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Steel,Rock,,,FALSE,FALSE,FALSE,,,,
snivy,495,04/11/2021,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Grass,,,,FALSE,FALSE,FALSE,,,,
snivy,495,04/11/2021,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Grass,,,,FALSE,FALSE,FALSE,,,,
snivy,495,04/11/2021,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Grass,,,,FALSE,FALSE,FALSE,,,,
snivy,495,04/11/2021,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Grass,,,,FALSE,FALSE,FALSE,,,,
snivy,495,04/11/2021,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Grass,,,,FALSE,FALSE,FALSE,,,,
snivy,495,04/11/2021,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Grass,,,,FALSE,FALSE,FALSE,,,,
serperior,497,04/11/2021,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Grass,,,,TRUE,FALSE,FALSE,,,,
serperior,497,04/11/2021,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Grass,,,,TRUE,FALSE,FALSE,,,,
wooper,194,04/11/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Water,Ground,,,FALSE,FALSE,FALSE,,,,
dratini,147,05/04/2021,TRUE,,n/a,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,,,,FALSE,FALSE,FALSE,,,,
skarmory,227,05/04/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Steel,Flying,,,FALSE,FALSE,FALSE,,,,
dratini,147,05/05/2021,TRUE,,n/a,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,,,,FALSE,FALSE,FALSE,,,,
marill,183,05/09/2021,TRUE,,Research Day,,"Clinton, NY","43.0484029,-75.3785034",Water,Fairy,,,FALSE,FALSE,FALSE,TRUE,,,
marill,183,05/09/2021,TRUE,,Research Day,,"Clinton, NY","43.0484029,-75.3785034",Water,Fairy,,,FALSE,FALSE,FALSE,TRUE,,,
marill,183,05/09/2021,TRUE,,Research Day,,"Clinton, NY","43.0484029,-75.3785034",Water,Fairy,,,FALSE,FALSE,FALSE,TRUE,,,
marill,183,05/09/2021,TRUE,,Research Day,,"Clinton, NY","43.0484029,-75.3785034",Water,Fairy,,,FALSE,FALSE,FALSE,TRUE,,,
swinub,220,05/09/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Ice,Ground,,,FALSE,FALSE,FALSE,,,,
swablu,333,05/15/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,Flying,,,FALSE,FALSE,FALSE,,,,
swablu,333,05/15/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,Flying,,,FALSE,FALSE,FALSE,,,,
swablu,333,05/15/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,Flying,,,FALSE,FALSE,FALSE,,,,
swablu,333,05/15/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,Flying,,,FALSE,FALSE,FALSE,,,,
swablu,333,05/15/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,Flying,,,FALSE,FALSE,FALSE,,,,
swablu,333,05/15/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,Flying,,,FALSE,FALSE,FALSE,,,,
swablu,333,05/15/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,Flying,,,FALSE,FALSE,FALSE,,,,
altaria,334,05/15/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Dragon,Flying,,,TRUE,FALSE,FALSE,,,,
altaria,334,05/15/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Dragon,Flying,,,TRUE,FALSE,FALSE,,,,
altaria,334,05/15/2021,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Dragon,Flying,,,TRUE,FALSE,FALSE,,,,
grimer (alolan),88.1,05/20/2021,TRUE,,n/a,Alolan Form,"New York, NY","40.7127753,-74.0059728",Poison,Dark,,,FALSE,FALSE,FALSE,,,,
bunnelby,659,05/20/2021,TRUE,,n/a,,"New Canaan, CT","41.146763,-73.4948445",Normal,,,,FALSE,FALSE,FALSE,,,,
snubbull,209,05/31/2021,TRUE,,n/a,,"New York Mills, NY","43.1053475,-75.2912778",Fairy,,,,FALSE,FALSE,FALSE,,,,
Treecko,252,06/01/2021,TRUE,,n/a,Starter,"Clinton, NY","43.0484029,-75.3785034",Grass,,,,FALSE,FALSE,FALSE,,,,
magnemite,81,06/01/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Electric,Steel,,,FALSE,FALSE,FALSE,,,,
gible,443,06/06/2021,TRUE,,Community Day,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,Ground,,,FALSE,FALSE,FALSE,,,,
gible,443,06/06/2021,TRUE,,Community Day,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,Ground,,,FALSE,FALSE,FALSE,,,,
gible,443,06/06/2021,TRUE,,Community Day,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,Ground,,,FALSE,FALSE,FALSE,,,,
gible,443,06/06/2021,TRUE,,Community Day,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,Ground,,,FALSE,FALSE,FALSE,,,,
gible,443,06/06/2021,TRUE,,Community Day,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,Ground,,,FALSE,FALSE,FALSE,,,,
gible,443,06/06/2021,TRUE,,Community Day,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,Ground,,,FALSE,FALSE,FALSE,,,,
gible,443,06/06/2021,TRUE,,Community Day,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,Ground,,,FALSE,FALSE,FALSE,,,,
gible,443,06/06/2021,TRUE,,Community Day,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,Ground,,,FALSE,FALSE,FALSE,,,,
gible,443,06/06/2021,TRUE,,Community Day,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,Ground,,,FALSE,FALSE,FALSE,,,,
gible,443,06/06/2021,TRUE,,Community Day,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,Ground,,,FALSE,FALSE,FALSE,,,,
gible,443,06/06/2021,TRUE,,Community Day,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,Ground,,,FALSE,FALSE,FALSE,,,,
gible,443,06/06/2021,TRUE,,Community Day,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,Ground,,,FALSE,FALSE,FALSE,,,,
gible,443,06/06/2021,TRUE,,Community Day,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,Ground,,,FALSE,FALSE,FALSE,,,,
gible,443,06/06/2021,TRUE,,Community Day,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,Ground,,,FALSE,FALSE,FALSE,,,,
gabite,444,06/06/2021,TRUE,,Community Day,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,Ground,,,FALSE,FALSE,FALSE,,,,
garchomp,445,06/06/2021,TRUE,,Community Day,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,Ground,,,TRUE,FALSE,FALSE,,,,
garchomp,445,06/06/2021,TRUE,,Community Day,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,Ground,,,TRUE,FALSE,FALSE,,,,
garchomp,445,06/06/2021,TRUE,,Community Day,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,Ground,,,TRUE,FALSE,FALSE,,,,
gible,443,06/06/2021,TRUE,,Community Day,Pseudo Legendary,"Clinton, NY","43.0484029,-75.3785034",Dragon,Ground,,,FALSE,FALSE,FALSE,,,,
Registeel,379,06/07/2021,TRUE,,n/a,Sub-Legendary,"New Hartdord, NY","43.073403,-75.2876661",Steel,,,,FALSE,FALSE,FALSE,,,TRUE,TRUE
abra,63,06/08/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Psychic,,,,FALSE,FALSE,FALSE,,,,
golduck,55,06/09/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Water,,,,TRUE,FALSE,FALSE,,,,
spoink,325,06/09/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Psychic,,,,FALSE,FALSE,FALSE,,,,
Regice,378,06/09/2021,TRUE,,n/a,Sub-Legendary,"Clinton, NY","43.0484029,-75.3785034",Ice,,,,FALSE,FALSE,FALSE,,,TRUE,TRUE
pidgeotto,17,06/09/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Normal,Flying,,,TRUE,FALSE,FALSE,,,,
golduck,55,06/10/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Water,,,,TRUE,FALSE,FALSE,,,,
ledyba,165,06/11/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Bug,Flying,,,FALSE,FALSE,FALSE,,,,
slowking,199,06/12/2021,TRUE,,n/a,,"Utica, NY","43.100903,-75.232664",Water,Psychic,,,TRUE,FALSE,FALSE,,,,
slowbro,80,06/13/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Water,Psychic,,,TRUE,FALSE,FALSE,,,,
Crustle,558,06/13/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Bug,Rock,,,TRUE,FALSE,FALSE,,,,
venonat,48,06/15/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Bug,Poison,,,FALSE,FALSE,FALSE,,TRUE,,
regirock,377,06/16/2021,TRUE,,n/a,Sub-Legendary,"Clinton, NY","43.0484029,-75.3785034",Rock,,,,FALSE,FALSE,FALSE,,,TRUE,TRUE
regigigas,486,06/18/2021,TRUE,,n/a,Sub-Legendary,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,TRUE,TRUE
regigigas,486,06/19/2021,TRUE,,n/a,Sub-Legendary,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,TRUE,TRUE
regigigas,486,06/20/2021,TRUE,,n/a,Sub-Legendary,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,TRUE,TRUE
bidoof,399,07/01/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
weedle,13,07/02/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Bug,Poison,,,FALSE,FALSE,FALSE,,,,
pikachu,25,07/02/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
arcanine,59,07/02/2021,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,TRUE,FALSE,FALSE,,,,
mew,151,07/02/2021,TRUE,,n/a,Mythical,"Clinton, NY","43.0484029,-75.3785034",Psychic,,,,FALSE,FALSE,FALSE,TRUE,,,
pikachu,25,10/27/2023,TRUE,y,Halloween,,"New York, NY","40.7127753,-74.0059728",Electric,,,,FALSE,FALSE,FALSE,,,,
gengar,94,10/28/2023,TRUE,y,Halloween,,"New York, NY","40.7127753,-74.0059728",Ghost,Poison,,,TRUE,FALSE,FALSE,,,,
darkrai,491,10/28/2023,TRUE,,Halloween,Mythical,"New York, NY","40.7127753,-74.0059728",Dark,,,,FALSE,FALSE,FALSE,,,,
sableye,302,10/28/2023,TRUE,,Halloween,,"New York, NY","40.7127753,-74.0059728",Dark,Ghost,,,FALSE,FALSE,FALSE,,,,
lugia,249,10/28/2023,TRUE,,Rocket Takeover,Legendary,"New York, NY","40.7127753,-74.0059728",Psychic,Flying,,,FALSE,FALSE,FALSE,,TRUE,,
vulpix,37,10/30/2023,TRUE,y,Halloween,,"New York, NY","40.7127753,-74.0059728",Fire,,,,FALSE,FALSE,FALSE,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
