name,dex_num,date,shiny,costume,event,form,location,Lat,type_1,type_2,box,size,evolved,traded,hatched,research,Shadow,remote raid,Has IRL loc
omastar,139,09/07/2020,TRUE,,n/a,Fossil,"Clinton, NY","43.0484029,-75.3785034",Rock,Water,,,TRUE,FALSE,FALSE,,,,
aerodactyl,142,09/07/2020,TRUE,,n/a,Fossil,"Clinton, NY","43.0484029,-75.3785034",Rock,Flying,,,FALSE,FALSE,FALSE,,,,
lotad,270,09/07/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Water,Grass,,,FALSE,FALSE,FALSE,,,,
wurmple,265,09/14/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Bug,,,,FALSE,FALSE,FALSE,,,,
Seedot,273,09/15/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Grass,,,,FALSE,FALSE,FALSE,,,,
yanma,193,09/16/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Bug,Flying,,,FALSE,FALSE,FALSE,,,,
articuno,144,09/19/2020,TRUE,,n/a,Sub-Legendary,"Smith River, CA","41.92845459999999,-124.1476256",Ice,Flying,,,FALSE,FALSE,FALSE,,,TRUE,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon2,233,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,TRUE,FALSE,FALSE,,,,
porygon2,233,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,TRUE,FALSE,FALSE,,,,
porygon-z,474,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,TRUE,FALSE,FALSE,,,,
porygon-z,474,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,TRUE,FALSE,FALSE,,,,
porygon-z,474,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,TRUE,FALSE,FALSE,,,,
porygon-z,474,09/20/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,TRUE,FALSE,FALSE,,,,
wailmer,320,09/22/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Water,,,,FALSE,FALSE,FALSE,,,,
diglett (alolan),50.1,09/29/2020,TRUE,,n/a,Alolan Form,"Clinton, NY","43.0484029,-75.3785034",Ground,Steel,,,FALSE,FALSE,FALSE,,,,
buneary,427,09/30/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
minccino,572,10/05/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
kirlia,281,10/06/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Psychic,Fairy,,,TRUE,FALSE,FALSE,,,,
Ralts,280,10/08/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Psychic,Fairy,,,FALSE,FALSE,FALSE,,,,
roselia,315,10/08/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Grass,Poison,,,FALSE,FALSE,FALSE,,,,
vulpix,37,10/09/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
ninetales,38,10/10/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,TRUE,FALSE,FALSE,,,,
meowth (alolan),52.1,10/10/2020,TRUE,,n/a,Alolan Form,"Clinton, NY","43.0484029,-75.3785034",Dark,,,,FALSE,FALSE,FALSE,,,,
persian (alolan),53.1,10/10/2020,TRUE,,n/a,Alolan Form,"Clinton, NY","43.0484029,-75.3785034",Dark,,,,TRUE,FALSE,FALSE,,,,
ninetales,38,10/10/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,TRUE,FALSE,FALSE,,,,
pineco,204,10/16/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Bug,,,,FALSE,FALSE,FALSE,,,,
charmander,4,10/17/2020,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
charmander,4,10/17/2020,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
charmander,4,10/17/2020,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
charmander,4,10/17/2020,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
charmander,4,10/17/2020,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
charmander,4,10/17/2020,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
charmander,4,10/17/2020,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
charmander,4,10/17/2020,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
charmander,4,10/17/2020,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
charmander,4,10/17/2020,TRUE,,Community Day,Starter,"New York Mills, NY","43.1053475,-75.2912778",Fire,,,,FALSE,FALSE,FALSE,,,,
charmander,4,10/17/2020,TRUE,,Community Day,Starter,"New York Mills, NY","43.1053475,-75.2912778",Fire,,,,FALSE,FALSE,FALSE,,,,
charizard,6,10/17/2020,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Fire,Flying,,,TRUE,FALSE,FALSE,,,,
charizard,6,10/17/2020,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Fire,Flying,,,TRUE,FALSE,FALSE,,,,
charizard,6,10/17/2020,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Fire,Flying,,,TRUE,FALSE,FALSE,,,,
charizard,6,10/17/2020,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Fire,Flying,,,TRUE,FALSE,FALSE,,,,
charizard,6,10/17/2020,TRUE,,Community Day,Starter,"Clinton, NY","43.0484029,-75.3785034",Fire,Flying,,,TRUE,FALSE,FALSE,,,,
vulpix,37,10/19/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
xatu,178,10/22/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Psychic,Flying,,,TRUE,FALSE,FALSE,,,,
mankey,56,10/23/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Fighting,,,,FALSE,FALSE,FALSE,,,,
exeggutor,103,10/24/2020,TRUE,,n/a,,"New York Mills, NY","43.1053475,-75.2912778",Grass,Psychic,,,TRUE,FALSE,FALSE,,,,
duskull,355,10/25/2020,TRUE,,Halloween,,"Clinton, NY","43.0484029,-75.3785034",Ghost,,,,FALSE,FALSE,FALSE,,,,
dusclops,356,10/27/2020,TRUE,,Halloween,,"Clinton, NY","43.0484029,-75.3785034",Ghost,,,,TRUE,FALSE,FALSE,,,,
shuppet,353,10/27/2020,TRUE,,Halloween,,"Clinton, NY","43.0484029,-75.3785034",Ghost,,,,FALSE,FALSE,FALSE,,,,
misdreavus,200,10/29/2020,TRUE,,Halloween,,"Clinton, NY","43.0484029,-75.3785034",Ghost,,,,FALSE,FALSE,FALSE,,,,
misdreavus,200,10/30/2020,TRUE,,Halloween,,"Clinton, NY","43.0484029,-75.3785034",Ghost,,,,FALSE,FALSE,FALSE,,,,
Marowak (alolan),105.1,10/31/2020,TRUE,,Halloween,Alolan Form,"Clinton, NY","43.0484029,-75.3785034",Fire,Ghost,,,TRUE,FALSE,FALSE,,,,
mismagius,429,10/31/2020,TRUE,,Halloween,,"Clinton, NY","43.0484029,-75.3785034",Ghost,,,,TRUE,FALSE,FALSE,,,,
swinub,220,11/02/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Ice,Ground,,,FALSE,FALSE,FALSE,,,,
mismagius,429,11/02/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Ghost,,,,TRUE,FALSE,FALSE,,,,
zigzagoon,263,11/03/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Normal,,,,FALSE,FALSE,FALSE,,,,
aron,304,11/06/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Steel,Rock,,,FALSE,FALSE,FALSE,,,,
scyther,123,11/06/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Bug,Flying,,,FALSE,FALSE,FALSE,,,,
barboach,339,11/07/2020,TRUE,,n/a,,"New York Mills, NY","43.1053475,-75.2912778",Water,Ground,,,FALSE,FALSE,FALSE,,,,
mawile,303,11/08/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Steel,Fairy,,,FALSE,FALSE,FALSE,,,,
mawile,303,11/08/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Steel,Fairy,,,FALSE,FALSE,FALSE,,,,
mawile,303,11/08/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Steel,Fairy,,,FALSE,FALSE,FALSE,,,,
cubone,104,11/10/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Ground,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,FALSE,FALSE,FALSE,,,,
electivire,466,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,TRUE,FALSE,FALSE,,,,
electivire,466,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,TRUE,FALSE,FALSE,,,,
electivire,466,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,TRUE,FALSE,FALSE,,,,
electivire,466,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,TRUE,FALSE,FALSE,,,,
electivire,466,11/15/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Electric,,,,TRUE,FALSE,FALSE,,,,
melmetal,809,11/20/2020,TRUE,,n/a,Mythical,"Clinton, NY","43.0484029,-75.3785034",Steel,,,,TRUE,FALSE,FALSE,,,,
weezing,110,11/21/2020,TRUE,,n/a,,"Clinton, NY","43.0484029,-75.3785034",Poison,,,,TRUE,FALSE,FALSE,,,,
magmar,126,11/21/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
magmar,126,11/21/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
magmar,126,11/21/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
magmar,126,11/21/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
magmar,126,11/21/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
magmar,126,11/21/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
magmar,126,11/21/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
magmar,126,11/21/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
magmar,126,11/21/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
magmar,126,11/21/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,FALSE,,,,
magmortar,467,11/21/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,TRUE,FALSE,FALSE,,,,
magmortar,467,11/21/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,TRUE,FALSE,FALSE,,,,
magmortar,467,11/21/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,TRUE,FALSE,FALSE,,,,
magmortar,467,11/21/2020,TRUE,,Community Day,,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,TRUE,FALSE,FALSE,,,,
magby,240,11/21/2020,TRUE,,Community Day,Baby,"Clinton, NY","43.0484029,-75.3785034",Fire,,,,FALSE,FALSE,TRUE,,,,
goldeen,118,11/27/2020,TRUE,,n/a,,"Fairfield, CT","41.1408363,-73.2612615",Water,,,,FALSE,FALSE,FALSE,,,,
psyduck,54,11/27/2020,TRUE,,n/a,,"New Canaan, CT","41.146763,-73.4948445",Water,,,,FALSE,FALSE,FALSE,,,,
nidoqueen,31,11/28/2020,TRUE,,Research Day,,"New Canaan, CT","41.146763,-73.4948445",Poison,Ground,,,TRUE,FALSE,FALSE,TRUE,,,
nidoran (female),29,11/28/2020,TRUE,,Research Day,,"New Canaan, CT","41.146763,-73.4948445",Poison,,,,FALSE,FALSE,FALSE,TRUE,,,
Jolteon,135,11/29/2020,TRUE,,n/a,Eeveelution,"New Canaan, CT","41.146763,-73.4948445",Electric,,,,TRUE,FALSE,FALSE,,,,
turtwig,387,12/04/2020,TRUE,,n/a,Starter,"New Canaan, CT","41.146763,-73.4948445",Grass,,,,FALSE,FALSE,FALSE,,,,
Squirtle,7,12/04/2020,TRUE,,n/a,Starter,"Norwalk, CT","41.11774399999999,-73.4081575",Water,,,,FALSE,FALSE,FALSE,,,,
pidgeot,18,12/07/2020,TRUE,,n/a,,"Norwalk, CT","41.11774399999999,-73.4081575",Normal,Flying,,,TRUE,FALSE,FALSE,,,,
swinub,220,12/08/2020,TRUE,,n/a,,"New Canaan, CT","41.146763,-73.4948445",Ice,Ground,,,FALSE,FALSE,FALSE,,,,
quagsire,195,12/11/2020,TRUE,,n/a,,"New Canaan, CT","41.146763,-73.4948445",Water,Ground,,,TRUE,FALSE,FALSE,,,,
weedle,13,12/12/2020,TRUE,,Community Day,,"New Canaan, CT","41.146763,-73.4948445",Bug,Poison,,,FALSE,FALSE,FALSE,,,,
gastly,92,12/12/2020,TRUE,,Community Day,,"New Canaan, CT","41.146763,-73.4948445",Ghost,Poison,,,FALSE,FALSE,FALSE,,,,
nuzleaf,274,12/12/2020,TRUE,,Community Day,,"New Canaan, CT","41.146763,-73.4948445",Grass,Dark,,,TRUE,FALSE,FALSE,,,,
piplup,393,12/12/2020,TRUE,,Community Day,Starter,"New Canaan, CT","41.146763,-73.4948445",Water,,,,FALSE,FALSE,FALSE,,,,
rhyhorn,111,12/12/2020,TRUE,,Community Day,,"New Canaan, CT","41.146763,-73.4948445",Ground,Rock,,,FALSE,FALSE,FALSE,,,,
rhyhorn,111,12/12/2020,TRUE,,Community Day,,"New Canaan, CT","41.146763,-73.4948445",Ground,Rock,,,FALSE,FALSE,FALSE,,,,
piplup,393,12/12/2020,TRUE,,Community Day,Starter,"New Canaan, CT","41.146763,-73.4948445",Water,,,,FALSE,FALSE,FALSE,,,,
kadabra,64,12/12/2020,TRUE,,Community Day,,"New Canaan, CT","41.146763,-73.4948445",Psychic,,,,TRUE,FALSE,FALSE,,,,
weedle,13,12/12/2020,TRUE,,Community Day,,"New Canaan, CT","41.146763,-73.4948445",Bug,Poison,,,FALSE,FALSE,FALSE,,,,
seedot,273,12/12/2020,TRUE,,Community Day,,"Norwalk, CT","41.11774399999999,-73.4081575",Grass,,,,FALSE,FALSE,FALSE,,,,
abra,63,12/12/2020,TRUE,,Community Day,,"Norwalk, CT","41.11774399999999,-73.4081575",Psychic,,,,FALSE,FALSE,FALSE,,,,
abra,63,12/12/2020,TRUE,,Community Day,,"Norwalk, CT","41.11774399999999,-73.4081575",Psychic,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,12/13/2020,TRUE,,Community Day,,"New Canaan, CT","41.146763,-73.4948445",Electric,,,,FALSE,FALSE,FALSE,,,,
jigglypuff,39,12/03/2020,TRUE,,n/a,,"New Canaan, CT","41.146763,-73.4948445",Normal,Fairy,,,FALSE,FALSE,FALSE,,,,
charizard,6,12/13/2020,TRUE,,Community Day,Starter,"New Canaan, CT","41.146763,-73.4948445",Fire,Flying,,,TRUE,FALSE,FALSE,,,,
porygon,137,12/13/2020,TRUE,,Community Day,,"New Canaan, CT","41.146763,-73.4948445",Normal,,,,FALSE,FALSE,FALSE,,,,
magmar,126,12/13/2020,TRUE,,Community Day,,"New Canaan, CT","41.146763,-73.4948445",Fire,,,,FALSE,FALSE,FALSE,,,,
electabuzz,125,12/13/2020,TRUE,,Community Day,,"New Canaan, CT","41.146763,-73.4948445",Electric,,,,FALSE,FALSE,FALSE,,,,
magmar,126,12/13/2020,TRUE,,Community Day,,"New Canaan, CT","41.146763,-73.4948445",Fire,,,,FALSE,FALSE,FALSE,,,,
magmortar,467,12/13/2020,TRUE,,Community Day,,"New Canaan, CT","41.146763,-73.4948445",Fire,,,,TRUE,FALSE,FALSE,,,,
porygon,137,12/13/2020,TRUE,,Community Day,,"New Canaan, CT","41.146763,-73.4948445",Normal,,,,FALSE,FALSE,FALSE,,,,
porygon,137,12/13/2020,TRUE,,Community Day,,"Darien, CT","41.0771914,-73.4686858",Normal,,,,FALSE,FALSE,FALSE,,,,
magikarp,129,12/13/2020,TRUE,,Community Day,,"Darien, CT","41.0771914,-73.4686858",Water,,,,FALSE,FALSE,FALSE,,,,
magmortar,467,12/13/2020,TRUE,,Community Day,,"Darien, CT","41.0771914,-73.4686858",Fire,,,,TRUE,FALSE,FALSE,,,,
magmar,126,12/13/2020,TRUE,,Community Day,,"Darien, CT","41.0771914,-73.4686858",Fire,,,,FALSE,FALSE,FALSE,,,,
charmander,4,12/13/2020,TRUE,,Community Day,Starter,"Darien, CT","41.0771914,-73.4686858",Fire,,,,FALSE,FALSE,FALSE,,,,
charizard,6,12/13/2020,TRUE,,Community Day,Starter,"Darien, CT","41.0771914,-73.4686858",Fire,Flying,,,TRUE,FALSE,FALSE,,,,
celebi,251,12/17/2020,TRUE,,unknown,Mythical,"New Canaan, CT","41.146763,-73.4948445",Psychic,Grass,,,FALSE,FALSE,FALSE,TRUE,,,
sentret,161,12/19/2020,TRUE,,n/a,,"New Canaan, CT","41.146763,-73.4948445",Normal,,,,FALSE,FALSE,FALSE,,,,
